VARIABLES = "Iter" "Res_rho" "Res_rhou-X" "Res_rhou-Y" "Res_rhou-Z" "Res_rhoE" "Res_nuSA"
Zone T = "residuals" F = point
     200   -2.2848e+00    1.5616e+00   -8.0543e-01   -1.1563e+01    3.2542e+00   -4.1304e+00
     210   -2.2979e+00    1.5474e+00   -8.2332e-01   -1.1525e+01    3.2395e+00   -4.1275e+00
     220   -2.3102e+00    1.5339e+00   -8.4081e-01   -1.1552e+01    3.2258e+00   -4.1233e+00
     230   -2.3216e+00    1.5210e+00   -8.5651e-01   -1.1560e+01    3.2129e+00   -4.1182e+00
     240   -2.3325e+00    1.5088e+00   -8.7156e-01   -1.1544e+01    3.2007e+00   -4.1125e+00
     250   -2.3426e+00    1.4971e+00   -8.8552e-01   -1.1580e+01    3.1894e+00   -4.1062e+00
     260   -2.3520e+00    1.4860e+00   -8.9810e-01   -1.1553e+01    3.1788e+00   -4.0993e+00
     270   -2.3608e+00    1.4753e+00   -9.0797e-01   -1.1555e+01    3.1689e+00   -4.0913e+00
     280   -2.3687e+00    1.4652e+00   -9.1434e-01   -1.1551e+01    3.1599e+00   -4.0825e+00
     290   -2.3757e+00    1.4555e+00   -9.1735e-01   -1.1572e+01    3.1518e+00   -4.0736e+00
     300   -2.3818e+00    1.4462e+00   -9.1718e-01   -1.1555e+01    3.1446e+00   -4.0638e+00
     310   -2.3870e+00    1.4374e+00   -9.1493e-01   -1.1547e+01    3.1384e+00   -4.0535e+00
     320   -2.3913e+00    1.4289e+00   -9.1088e-01   -1.1551e+01    3.1330e+00   -4.0429e+00
     330   -2.3949e+00    1.4209e+00   -9.0498e-01   -1.1531e+01    3.1283e+00   -4.0317e+00
     340   -2.3979e+00    1.4132e+00   -8.9694e-01   -1.1526e+01    3.1244e+00   -4.0204e+00
     350   -2.4064e+00    1.4059e+00   -9.7858e-01   -1.1571e+01    3.1149e+00   -4.0087e+00
     360   -2.4065e+00    1.3990e+00   -9.4444e-01   -1.1536e+01    3.1145e+00   -3.9968e+00
     370   -2.4094e+00    1.3922e+00   -9.3334e-01   -1.1514e+01    3.1105e+00   -3.9850e+00
     380   -2.4145e+00    1.3857e+00   -9.4054e-01   -1.1539e+01    3.1048e+00   -3.9727e+00
     390   -2.4166e+00    1.3796e+00   -9.2589e-01   -1.1543e+01    3.1019e+00   -3.9609e+00
     400   -2.4172e+00    1.3737e+00   -9.0347e-01   -1.1007e+01    3.1006e+00   -3.9486e+00
     410   -2.4168e+00    1.3682e+00   -8.7870e-01   -9.4768e+00    3.1002e+00   -3.9365e+00
     420   -2.4170e+00    1.3629e+00   -8.5650e-01   -7.8806e+00    3.0993e+00   -3.9245e+00
     430   -2.4225e+00    1.3579e+00   -8.6940e-01   -6.1636e+00    3.0924e+00   -3.9124e+00
     440   -2.4261e+00    1.3530e+00   -9.0048e-01   -5.1137e+00    3.0892e+00   -3.9008e+00
     450   -2.4252e+00    1.3485e+00   -8.6877e-01   -4.6161e+00    3.0892e+00   -3.8888e+00
     460   -2.4251e+00    1.3441e+00   -8.3933e-01   -4.7754e+00    3.0888e+00   -3.8773e+00
     470   -2.4245e+00    1.3399e+00   -8.1562e-01   -5.9962e+00    3.0886e+00   -3.8656e+00
     480   -2.4244e+00    1.3360e+00   -7.9572e-01   -8.1825e+00    3.0882e+00   -3.8541e+00
     490   -2.4308e+00    1.3321e+00   -8.3276e-01   -9.4773e+00    3.0809e+00   -3.8429e+00
     500   -2.4334e+00    1.3285e+00   -8.5180e-01   -8.7057e+00    3.0787e+00   -3.8314e+00
     510   -2.4335e+00    1.3249e+00   -8.2222e-01   -8.2893e+00    3.0783e+00   -3.8205e+00
     520   -2.4329e+00    1.3215e+00   -7.9333e-01   -8.8190e+00    3.0782e+00   -3.8091e+00
     530   -2.4325e+00    1.3182e+00   -7.7032e-01   -9.3507e+00    3.0780e+00   -3.7982e+00
     540   -2.4334e+00    1.3151e+00   -7.5896e-01   -9.5908e+00    3.0764e+00   -3.7871e+00
     550   -2.4392e+00    1.3119e+00   -7.9049e-01   -9.7614e+00    3.0703e+00   -3.7761e+00
     560   -2.4413e+00    1.3088e+00   -8.0266e-01   -1.0256e+01    3.0677e+00   -3.7653e+00
     570   -2.4425e+00    1.3058e+00   -7.8172e-01   -1.0269e+01    3.0665e+00   -3.7543e+00
     580   -2.4435e+00    1.3029e+00   -7.5997e-01   -1.0335e+01    3.0651e+00   -3.7435e+00
     590   -2.4439e+00    1.3000e+00   -7.3787e-01   -1.0294e+01    3.0643e+00   -3.7325e+00
     600   -2.4468e+00    1.2972e+00   -7.3971e-01   -1.0394e+01    3.0605e+00   -3.7217e+00
     610   -2.4496e+00    1.2943e+00   -7.5327e-01   -1.0418e+01    3.0572e+00   -3.7109e+00
     620   -2.4520e+00    1.2915e+00   -7.5538e-01   -1.0440e+01    3.0545e+00   -3.7000e+00
     630   -2.4526e+00    1.2887e+00   -7.3553e-01   -1.0459e+01    3.0539e+00   -3.6893e+00
     640   -2.4539e+00    1.2859e+00   -7.2016e-01   -1.0292e+01    3.0523e+00   -3.6783e+00
     650   -2.4555e+00    1.2831e+00   -7.0239e-01   -1.0475e+01    3.0502e+00   -3.6675e+00
     660   -2.4587e+00    1.2803e+00   -6.9839e-01   -1.0524e+01    3.0464e+00   -3.6567e+00
     670   -2.4609e+00    1.2775e+00   -6.9693e-01   -1.0087e+01    3.0440e+00   -3.6458e+00
     680   -2.4633e+00    1.2747e+00   -6.9170e-01   -9.8488e+00    3.0418e+00   -3.6350e+00
     690   -2.4682e+00    1.2718e+00   -7.0305e-01   -1.0159e+01    3.0362e+00   -3.6241e+00
     700   -2.4689e+00    1.2690e+00   -6.8763e-01   -1.0355e+01    3.0352e+00   -3.6134e+00
     710   -2.4708e+00    1.2661e+00   -6.7744e-01   -1.0426e+01    3.0330e+00   -3.6025e+00
     720   -2.4718e+00    1.2632e+00   -6.6138e-01   -1.0378e+01    3.0318e+00   -3.5917e+00
     730   -2.4734e+00    1.2603e+00   -6.5387e-01   -1.0391e+01    3.0293e+00   -3.5809e+00
     740   -2.4780e+00    1.2573e+00   -6.5766e-01   -1.0401e+01    3.0238e+00   -3.5701e+00
     750   -2.4865e+00    1.2542e+00   -6.7038e-01   -1.0074e+01    3.0162e+00   -3.5593e+00
     760   -2.4876e+00    1.2511e+00   -6.6105e-01   -1.0519e+01    3.0147e+00   -3.5485e+00
     770   -2.4880e+00    1.2481e+00   -6.4572e-01   -1.0308e+01    3.0139e+00   -3.5377e+00
     780   -2.4894e+00    1.2450e+00   -6.3557e-01   -1.0368e+01    3.0121e+00   -3.5269e+00
     790   -2.4910e+00    1.2419e+00   -6.2428e-01   -1.0196e+01    3.0104e+00   -3.5162e+00
     800   -2.4929e+00    1.2387e+00   -6.1250e-01   -1.0524e+01    3.0080e+00   -3.5054e+00
     810   -2.4975e+00    1.2354e+00   -6.0553e-01   -1.0594e+01    3.0024e+00   -3.4947e+00
     820   -2.5047e+00    1.2320e+00   -6.1816e-01   -1.0618e+01    2.9962e+00   -3.4839e+00
     830   -2.5070e+00    1.2287e+00   -6.1462e-01   -1.0599e+01    2.9931e+00   -3.4732e+00
     840   -2.5087e+00    1.2253e+00   -6.0380e-01   -1.0636e+01    2.9903e+00   -3.4625e+00
     850   -2.5109e+00    1.2219e+00   -5.9463e-01   -1.0732e+01    2.9882e+00   -3.4519e+00
     860   -2.5129e+00    1.2184e+00   -5.8615e-01   -1.0765e+01    2.9859e+00   -3.4412e+00
     870   -2.5151e+00    1.2149e+00   -5.7627e-01   -1.0767e+01    2.9832e+00   -3.4306e+00
     880   -2.5176e+00    1.2113e+00   -5.6658e-01   -1.0784e+01    2.9803e+00   -3.4200e+00
     890   -2.5200e+00    1.2077e+00   -5.5714e-01   -1.0819e+01    2.9778e+00   -3.4095e+00
     900   -2.5226e+00    1.2040e+00   -5.4809e-01   -1.0825e+01    2.9747e+00   -3.3989e+00
     910   -2.5253e+00    1.2002e+00   -5.4016e-01   -1.0832e+01    2.9718e+00   -3.3884e+00
     920   -2.5296e+00    1.1963e+00   -5.3571e-01   -1.0850e+01    2.9654e+00   -3.3779e+00
     930   -2.5358e+00    1.1924e+00   -5.3894e-01   -1.0861e+01    2.9609e+00   -3.3674e+00
     940   -2.5384e+00    1.1884e+00   -5.3837e-01   -1.0873e+01    2.9568e+00   -3.3570e+00
     950   -2.5419e+00    1.1844e+00   -5.3141e-01   -1.0878e+01    2.9534e+00   -3.3466e+00
     960   -2.5433e+00    1.1803e+00   -5.2098e-01   -1.0888e+01    2.9509e+00   -3.3362e+00
     970   -2.5478e+00    1.1761e+00   -5.1763e-01   -1.0898e+01    2.9469e+00   -3.3259e+00
     980   -2.5494e+00    1.1718e+00   -5.0845e-01   -1.0899e+01    2.9447e+00   -3.3156e+00
     990   -2.5520e+00    1.1675e+00   -5.0124e-01   -1.0909e+01    2.9418e+00   -3.3054e+00
    1000   -2.5547e+00    1.1630e+00   -4.9422e-01   -1.0915e+01    2.9390e+00   -3.2951e+00
    1010   -2.5557e+00    1.1585e+00   -4.8202e-01   -1.0914e+01    2.9373e+00   -3.2848e+00
    1020   -2.5590e+00    1.1538e+00   -4.7556e-01   -1.0914e+01    2.9339e+00   -3.2746e+00
    1030   -2.5612e+00    1.1491e+00   -4.6829e-01   -1.0927e+01    2.9314e+00   -3.2643e+00
    1040   -2.5641e+00    1.1442e+00   -4.6147e-01   -1.0922e+01    2.9285e+00   -3.2541e+00
    1050   -2.5670e+00    1.1392e+00   -4.5409e-01   -1.0922e+01    2.9254e+00   -3.2440e+00
    1060   -2.5700e+00    1.1341e+00   -4.4772e-01   -1.0949e+01    2.9219e+00   -3.2338e+00
    1070   -2.5729e+00    1.1289e+00   -4.4094e-01   -1.0919e+01    2.9188e+00   -3.2238e+00
    1080   -2.5758e+00    1.1236e+00   -4.3470e-01   -1.0948e+01    2.9153e+00   -3.2137e+00
    1090   -2.5791e+00    1.1182e+00   -4.2772e-01   -1.0933e+01    2.9121e+00   -3.2037e+00
    1100   -2.5824e+00    1.1126e+00   -4.2245e-01   -1.0911e+01    2.9086e+00   -3.1937e+00
    1110   -2.5843e+00    1.1068e+00   -4.1093e-01   -1.0930e+01    2.9061e+00   -3.1838e+00
    1120   -2.5888e+00    1.1009e+00   -4.0617e-01   -1.0893e+01    2.9017e+00   -3.1737e+00
    1130   -2.5916e+00    1.0948e+00   -3.9886e-01   -1.0779e+01    2.8984e+00   -3.1639e+00
    1140   -2.5954e+00    1.0885e+00   -3.9262e-01   -1.0683e+01    2.8945e+00   -3.1539e+00
    1150   -2.5996e+00    1.0821e+00   -3.8618e-01   -1.0593e+01    2.8904e+00   -3.1442e+00
    1160   -2.6029e+00    1.0755e+00   -3.7964e-01   -1.0691e+01    2.8868e+00   -3.1344e+00
    1170   -2.6075e+00    1.0687e+00   -3.7365e-01   -1.0740e+01    2.8825e+00   -3.1247e+00
    1180   -2.6115e+00    1.0617e+00   -3.6787e-01   -1.0671e+01    2.8789e+00   -3.1150e+00
    1190   -2.6152e+00    1.0544e+00   -3.6140e-01   -1.0611e+01    2.8749e+00   -3.1055e+00
    1200   -2.6198e+00    1.0470e+00   -3.5543e-01   -1.0550e+01    2.8706e+00   -3.0959e+00
    1210   -2.6221e+00    1.0393e+00   -3.4697e-01   -1.0667e+01    2.8685e+00   -3.0863e+00
    1220   -2.6271e+00    1.0312e+00   -3.4036e-01   -1.0591e+01    2.8635e+00   -3.0768e+00
    1230   -2.6321e+00    1.0229e+00   -3.3565e-01   -1.0668e+01    2.8586e+00   -3.0673e+00
    1240   -2.6370e+00    1.0142e+00   -3.2953e-01   -1.0725e+01    2.8534e+00   -3.0579e+00
    1250   -2.6428e+00    1.0053e+00   -3.2512e-01   -1.0714e+01    2.8485e+00   -3.0485e+00
    1260   -2.6484e+00    9.9607e-01   -3.1938e-01   -1.0586e+01    2.8431e+00   -3.0393e+00
    1270   -2.6538e+00    9.8643e-01   -3.1464e-01   -1.0780e+01    2.8379e+00   -3.0300e+00
    1280   -2.6602e+00    9.7642e-01   -3.0942e-01   -1.0710e+01    2.8313e+00   -3.0209e+00
    1290   -2.6668e+00    9.6595e-01   -3.0497e-01   -1.0410e+01    2.8250e+00   -3.0118e+00
    1300   -2.6733e+00    9.5515e-01   -2.9974e-01   -1.0702e+01    2.8193e+00   -3.0028e+00
    1310   -2.6793e+00    9.4350e-01   -3.0260e-01   -1.0736e+01    2.8123e+00   -2.9937e+00
    1320   -2.6903e+00    9.3163e-01   -3.0536e-01   -1.0937e+01    2.8014e+00   -2.9847e+00
    1330   -2.7049e+00    9.1908e-01   -3.1080e-01   -1.1081e+01    2.7903e+00   -2.9758e+00
    1340   -2.7119e+00    9.0627e-01   -3.0813e-01   -1.1086e+01    2.7834e+00   -2.9670e+00
    1350   -2.7211e+00    8.9290e-01   -3.0504e-01   -1.1065e+01    2.7749e+00   -2.9583e+00
    1360   -2.7310e+00    8.7896e-01   -3.0621e-01   -1.1077e+01    2.7668e+00   -2.9496e+00
    1370   -2.7412e+00    8.6468e-01   -3.0522e-01   -1.1011e+01    2.7556e+00   -2.9412e+00
    1380   -2.7454e+00    8.4978e-01   -3.0993e-01   -1.1120e+01    2.7489e+00   -2.9328e+00
    1390   -2.7707e+00    8.3438e-01   -3.2142e-01   -1.1151e+01    2.7282e+00   -2.9247e+00
    1400   -2.7804e+00    8.1858e-01   -3.3712e-01   -1.1160e+01    2.7182e+00   -2.9168e+00
    1410   -2.7898e+00    8.0248e-01   -3.3668e-01   -1.1159e+01    2.7096e+00   -2.9090e+00
    1420   -2.8026e+00    7.8582e-01   -3.4206e-01   -1.1160e+01    2.6956e+00   -2.9014e+00
    1430   -2.8180e+00    7.6861e-01   -3.5238e-01   -1.1180e+01    2.6813e+00   -2.8941e+00
    1440   -2.8289e+00    7.5115e-01   -3.7066e-01   -1.1178e+01    2.6696e+00   -2.8872e+00
    1450   -2.8440e+00    7.3314e-01   -3.8298e-01   -1.1192e+01    2.6560e+00   -2.8806e+00
    1460   -2.8620e+00    7.1489e-01   -3.9456e-01   -1.1203e+01    2.6383e+00   -2.8744e+00
    1470   -2.8754e+00    6.9632e-01   -4.0383e-01   -1.1199e+01    2.6246e+00   -2.8686e+00
    1480   -2.8906e+00    6.7728e-01   -4.1411e-01   -1.1206e+01    2.6098e+00   -2.8632e+00
    1490   -2.9060e+00    6.5802e-01   -4.2456e-01   -1.1214e+01    2.5939e+00   -2.8583e+00
    1500   -2.9240e+00    6.3803e-01   -4.5008e-01   -1.1218e+01    2.5763e+00   -2.8539e+00
    1510   -2.9387e+00    6.1797e-01   -4.6541e-01   -1.1224e+01    2.5630e+00   -2.8501e+00
    1520   -2.9545e+00    5.9737e-01   -4.7836e-01   -1.1226e+01    2.5468e+00   -2.8468e+00
    1530   -2.9714e+00    5.7646e-01   -4.9072e-01   -1.1239e+01    2.5304e+00   -2.8443e+00
    1540   -2.9880e+00    5.5527e-01   -5.0425e-01   -1.1231e+01    2.5147e+00   -2.8424e+00
    1550   -3.0075e+00    5.3353e-01   -5.2419e-01   -1.1250e+01    2.4949e+00   -2.8413e+00
    1560   -3.0275e+00    5.1146e-01   -5.5031e-01   -1.1246e+01    2.4768e+00   -2.8409e+00
    1570   -3.0429e+00    4.8938e-01   -5.7112e-01   -1.1252e+01    2.4611e+00   -2.8414e+00
    1580   -3.0601e+00    4.6696e-01   -5.8461e-01   -1.1243e+01    2.4445e+00   -2.8428e+00
    1590   -3.0791e+00    4.4423e-01   -6.0105e-01   -1.1260e+01    2.4248e+00   -2.8451e+00
    1600   -3.0975e+00    4.2130e-01   -6.1660e-01   -1.1256e+01    2.4069e+00   -2.8484e+00
    1610   -3.1139e+00    3.9808e-01   -6.3020e-01   -1.1262e+01    2.3906e+00   -2.8528e+00
    1620   -3.1288e+00    3.7476e-01   -6.6098e-01   -1.1276e+01    2.3739e+00   -2.8583e+00
    1630   -3.1529e+00    3.5092e-01   -6.8791e-01   -1.1278e+01    2.3498e+00   -2.8649e+00
    1640   -3.1738e+00    3.2726e-01   -7.0793e-01   -1.1263e+01    2.3300e+00   -2.8726e+00
    1650   -3.1940e+00    3.0382e-01   -7.2514e-01   -1.1227e+01    2.3108e+00   -2.8814e+00
    1660   -3.2147e+00    2.8050e-01   -7.4417e-01   -1.1279e+01    2.2898e+00   -2.8915e+00
    1670   -3.2355e+00    2.5743e-01   -7.6415e-01   -1.1281e+01    2.2694e+00   -2.9028e+00
    1680   -3.2564e+00    2.3477e-01   -7.8425e-01   -1.1278e+01    2.2487e+00   -2.9152e+00
    1690   -3.2774e+00    2.1262e-01   -8.0560e-01   -1.1291e+01    2.2282e+00   -2.9290e+00
    1700   -3.2989e+00    1.9115e-01   -8.2635e-01   -1.1295e+01    2.2071e+00   -2.9439e+00
    1710   -3.3186e+00    1.6998e-01   -8.6928e-01   -1.1311e+01    2.1873e+00   -2.9603e+00
    1720   -3.3378e+00    1.5032e-01   -8.9169e-01   -1.1306e+01    2.1687e+00   -2.9779e+00
    1730   -3.3598e+00    1.3173e-01   -9.1548e-01   -1.1293e+01    2.1468e+00   -2.9969e+00
    1740   -3.3821e+00    1.1454e-01   -9.4122e-01   -1.1301e+01    2.1254e+00   -3.0171e+00
    1750   -3.4040e+00    9.8910e-02   -9.6699e-01   -1.1287e+01    2.1047e+00   -3.0386e+00
    1760   -3.4256e+00    8.5037e-02   -9.9450e-01   -1.1320e+01    2.0845e+00   -3.0614e+00
    1770   -3.4469e+00    7.3131e-02   -1.0228e+00   -1.1314e+01    2.0648e+00   -3.0855e+00
    1780   -3.4676e+00    6.3319e-02   -1.0522e+00   -1.1318e+01    2.0457e+00   -3.1108e+00
    1790   -3.4880e+00    5.5443e-02   -1.0833e+00   -1.1317e+01    2.0267e+00   -3.1374e+00
    1800   -3.5081e+00    4.9284e-02   -1.1140e+00   -1.1326e+01    2.0086e+00   -3.1653e+00
    1810   -3.5266e+00    4.4553e-02   -1.1450e+00   -1.1336e+01    1.9919e+00   -3.1948e+00
    1820   -3.5459e+00    4.1040e-02   -1.1780e+00   -1.1325e+01    1.9753e+00   -3.2255e+00
    1830   -3.5653e+00    3.8627e-02   -1.2138e+00   -1.1327e+01    1.9581e+00   -3.2575e+00
    1840   -3.5839e+00    3.7054e-02   -1.2503e+00   -1.1322e+01    1.9418e+00   -3.2907e+00
    1850   -3.6020e+00    3.5940e-02   -1.2873e+00   -1.1334e+01    1.9257e+00   -3.3252e+00
    1860   -3.6200e+00    3.4941e-02   -1.3245e+00   -1.1339e+01    1.9088e+00   -3.3609e+00
    1870   -3.6364e+00    3.3801e-02   -1.3447e+00   -1.1350e+01    1.8923e+00   -3.3977e+00
    1880   -3.6521e+00    3.2225e-02   -1.3829e+00   -1.1346e+01    1.8778e+00   -3.4358e+00
    1890   -3.6682e+00    3.0307e-02   -1.4197e+00   -1.1345e+01    1.8619e+00   -3.4750e+00
    1900   -3.6807e+00    2.8067e-02   -1.4445e+00   -1.1370e+01    1.8486e+00   -3.5153e+00
    1910   -3.6932e+00    2.5411e-02   -1.4697e+00   -1.1367e+01    1.8365e+00   -3.5570e+00
    1920   -3.7053e+00    2.2259e-02   -1.5014e+00   -1.1358e+01    1.8241e+00   -3.5997e+00
    1930   -3.7135e+00    1.8894e-02   -1.5221e+00   -1.1377e+01    1.8138e+00   -3.6433e+00
    1940   -3.7235e+00    1.4924e-02   -1.5470e+00   -1.1374e+01    1.8034e+00   -3.6878e+00
    1950   -3.7284e+00    1.0651e-02   -1.5610e+00   -1.1367e+01    1.7955e+00   -3.7329e+00
    1960   -3.7366e+00    5.9380e-03   -1.5763e+00   -1.1379e+01    1.7877e+00   -3.7785e+00
    1970   -3.7456e+00    7.6482e-04   -1.5896e+00   -1.1376e+01    1.7765e+00   -3.8244e+00
    1980   -3.7529e+00   -4.7863e-03   -1.5964e+00   -1.1370e+01    1.7680e+00   -3.8704e+00
    1990   -3.7580e+00   -1.0699e-02   -1.5957e+00   -1.1376e+01    1.7603e+00   -3.9159e+00
    2000   -3.7612e+00   -1.6944e-02   -1.5846e+00   -1.1362e+01    1.7548e+00   -3.9608e+00
    2010   -3.7661e+00   -2.3772e-02   -1.5788e+00   -1.1343e+01    1.7483e+00   -4.0049e+00
    2020   -3.7677e+00   -3.0925e-02   -1.5666e+00   -1.1357e+01    1.7432e+00   -4.0471e+00
    2030   -3.7691e+00   -3.8504e-02   -1.5566e+00   -1.1326e+01    1.7386e+00   -4.0868e+00
    2040   -3.7703e+00   -4.6474e-02   -1.5459e+00   -1.1312e+01    1.7345e+00   -4.1232e+00
    2050   -3.7720e+00   -5.4874e-02   -1.5376e+00   -1.1251e+01    1.7293e+00   -4.1555e+00
    2060   -3.7739e+00   -6.3690e-02   -1.5298e+00   -1.1254e+01    1.7240e+00   -4.1830e+00
    2070   -3.7761e+00   -7.2867e-02   -1.5240e+00   -1.1285e+01    1.7182e+00   -4.2050e+00
    2080   -3.7792e+00   -8.2425e-02   -1.5203e+00   -1.1269e+01    1.7119e+00   -4.2212e+00
    2090   -3.7822e+00   -9.2321e-02   -1.5179e+00   -1.1219e+01    1.7049e+00   -4.2316e+00
    2100   -3.7858e+00   -1.0253e-01   -1.5172e+00   -1.1123e+01    1.6978e+00   -4.2370e+00
    2110   -3.7879e+00   -1.1308e-01   -1.5135e+00   -1.1132e+01    1.6920e+00   -4.2379e+00
    2120   -3.7921e+00   -1.2398e-01   -1.5150e+00   -1.1039e+01    1.6833e+00   -4.2352e+00
    2130   -3.7962e+00   -1.3511e-01   -1.5174e+00   -1.1038e+01    1.6761e+00   -4.2298e+00
    2140   -3.8006e+00   -1.4651e-01   -1.5208e+00   -1.1191e+01    1.6666e+00   -4.2226e+00
    2150   -3.8053e+00   -1.5813e-01   -1.5252e+00   -1.1149e+01    1.6578e+00   -4.2145e+00
    2160   -3.8100e+00   -1.6996e-01   -1.5302e+00   -1.1147e+01    1.6489e+00   -4.2063e+00
    2170   -3.8163e+00   -1.8202e-01   -1.5374e+00   -1.1069e+01    1.6388e+00   -4.1988e+00
    2180   -3.8195e+00   -1.9421e-01   -1.5418e+00   -1.1269e+01    1.6302e+00   -4.1932e+00
    2190   -3.8256e+00   -2.0666e-01   -1.5514e+00   -1.1333e+01    1.6181e+00   -4.1897e+00
    2200   -3.8309e+00   -2.1921e-01   -1.5608e+00   -1.1345e+01    1.6092e+00   -4.1878e+00
    2210   -3.8394e+00   -2.3217e-01   -1.5756e+00   -1.1321e+01    1.5959e+00   -4.1876e+00
    2220   -3.8428e+00   -2.4508e-01   -1.5803e+00   -1.1331e+01    1.5863e+00   -4.1888e+00
    2230   -3.8486e+00   -2.5833e-01   -1.5926e+00   -1.1342e+01    1.5750e+00   -4.1912e+00
    2240   -3.8527e+00   -2.7160e-01   -1.6016e+00   -1.1324e+01    1.5650e+00   -4.1949e+00
    2250   -3.8574e+00   -2.8504e-01   -1.6105e+00   -1.1297e+01    1.5534e+00   -4.1996e+00
    2260   -3.8644e+00   -2.9861e-01   -1.6240e+00   -1.1317e+01    1.5419e+00   -4.2052e+00
    2270   -3.8684e+00   -3.1224e-01   -1.6337e+00   -1.1331e+01    1.5309e+00   -4.2117e+00
    2280   -3.8733e+00   -3.2600e-01   -1.6442e+00   -1.1274e+01    1.5202e+00   -4.2190e+00
    2290   -3.8766e+00   -3.3979e-01   -1.6527e+00   -1.1297e+01    1.5097e+00   -4.2270e+00
    2300   -3.8820e+00   -3.5379e-01   -1.6665e+00   -1.1309e+01    1.4997e+00   -4.2357e+00
    2310   -3.8854e+00   -3.6796e-01   -1.6774e+00   -1.1254e+01    1.4881e+00   -4.2450e+00
    2320   -3.8895e+00   -3.8220e-01   -1.6885e+00   -1.1195e+01    1.4768e+00   -4.2550e+00
    2330   -3.8941e+00   -3.9655e-01   -1.7019e+00   -1.1143e+01    1.4653e+00   -4.2655e+00
    2340   -3.8978e+00   -4.1096e-01   -1.7139e+00   -1.1198e+01    1.4537e+00   -4.2765e+00
    2350   -3.9016e+00   -4.2545e-01   -1.7264e+00   -1.1292e+01    1.4416e+00   -4.2879e+00
    2360   -3.9055e+00   -4.4000e-01   -1.7396e+00   -1.1203e+01    1.4304e+00   -4.2998e+00
    2370   -3.9082e+00   -4.5458e-01   -1.7502e+00   -1.1281e+01    1.4184e+00   -4.3121e+00
    2380   -3.9130e+00   -4.6928e-01   -1.7657e+00   -1.1315e+01    1.4074e+00   -4.3248e+00
    2390   -3.9146e+00   -4.8399e-01   -1.7767e+00   -1.1280e+01    1.3952e+00   -4.3379e+00
    2400   -3.9183e+00   -4.9877e-01   -1.7905e+00   -1.1352e+01    1.3839e+00   -4.3513e+00
    2410   -3.9219e+00   -5.1367e-01   -1.8039e+00   -1.1307e+01    1.3757e+00   -4.3651e+00
    2420   -3.9250e+00   -5.2868e-01   -1.8182e+00   -1.1245e+01    1.3626e+00   -4.3793e+00
    2430   -3.9281e+00   -5.4372e-01   -1.8323e+00   -1.1170e+01    1.3510e+00   -4.3937e+00
    2440   -3.9308e+00   -5.5878e-01   -1.8463e+00   -1.1192e+01    1.3392e+00   -4.4084e+00
    2450   -3.9336e+00   -5.7389e-01   -1.8602e+00   -1.1187e+01    1.3283e+00   -4.4233e+00
    2460   -3.9362e+00   -5.8903e-01   -1.8746e+00   -1.1205e+01    1.3167e+00   -4.4385e+00
    2470   -3.9368e+00   -6.0415e-01   -1.8842e+00   -1.1378e+01    1.3057e+00   -4.4539e+00
    2480   -3.9413e+00   -6.1938e-01   -1.9010e+00   -1.1366e+01    1.2944e+00   -4.4695e+00
