#Flat plate results using CFL3D on 545x385 near Re_theta=10000, postprocessed
variables="log(y+)","u+"
zone, t="SA"
   -0.1049579E+01    0.8921155E-01
   -0.7483470E+00    0.1785061E+00
   -0.5719192E+00    0.2679665E+00
   -0.4465095E+00    0.3576763E+00
   -0.3489943E+00    0.4477186E+00
   -0.2690738E+00    0.5381771E+00
   -0.2012540E+00    0.6291360E+00
   -0.1422555E+00    0.7206793E+00
   -0.8996348E-01    0.8128923E+00
   -0.4293377E-01    0.9058599E+00
   -0.1366735E-03    0.9996681E+00
    0.3918793E-01    0.1094403E+01
    0.7561728E-01    0.1190153E+01
    0.1095996E+00    0.1287005E+01
    0.1414905E+00    0.1385047E+01
    0.1715761E+00    0.1484370E+01
    0.2000903E+00    0.1585063E+01
    0.2272270E+00    0.1687217E+01
    0.2531480E+00    0.1790923E+01
    0.2779905E+00    0.1896274E+01
    0.3018710E+00    0.2003365E+01
    0.3248899E+00    0.2112287E+01
    0.3471339E+00    0.2223136E+01
    0.3686786E+00    0.2336006E+01
    0.3895900E+00    0.2450994E+01
    0.4099264E+00    0.2568194E+01
    0.4297391E+00    0.2687701E+01
    0.4490738E+00    0.2809612E+01
    0.4679712E+00    0.2934020E+01
    0.4864680E+00    0.3061018E+01
    0.5045967E+00    0.3190701E+01
    0.5223869E+00    0.3323155E+01
    0.5398651E+00    0.3458472E+01
    0.5570557E+00    0.3596732E+01
    0.5739803E+00    0.3738018E+01
    0.5906591E+00    0.3882404E+01
    0.6071101E+00    0.4029958E+01
    0.6233500E+00    0.4180743E+01
    0.6393940E+00    0.4334810E+01
    0.6552561E+00    0.4492203E+01
    0.6709491E+00    0.4652950E+01
    0.6864846E+00    0.4817068E+01
    0.7018739E+00    0.4984556E+01
    0.7171265E+00    0.5155397E+01
    0.7322521E+00    0.5329552E+01
    0.7472590E+00    0.5506958E+01
    0.7621552E+00    0.5687528E+01
    0.7769480E+00    0.5871148E+01
    0.7916443E+00    0.6057672E+01
    0.8062504E+00    0.6246923E+01
    0.8207721E+00    0.6438694E+01
    0.8352148E+00    0.6632735E+01
    0.8495837E+00    0.6828770E+01
    0.8638836E+00    0.7026479E+01
    0.8781188E+00    0.7225517E+01
    0.8922933E+00    0.7425501E+01
    0.9064111E+00    0.7626023E+01
    0.9204756E+00    0.7826648E+01
    0.9344904E+00    0.8026929E+01
    0.9484584E+00    0.8226398E+01
    0.9623826E+00    0.8424593E+01
    0.9762656E+00    0.8621046E+01
    0.9901102E+00    0.8815310E+01
    0.1003919E+01    0.9006948E+01
    0.1017693E+01    0.9195561E+01
    0.1031435E+01    0.9380779E+01
    0.1045148E+01    0.9562274E+01
    0.1058833E+01    0.9739760E+01
    0.1072491E+01    0.9913010E+01
    0.1086124E+01    0.1008183E+02
    0.1099734E+01    0.1024610E+02
    0.1113323E+01    0.1040573E+02
    0.1126891E+01    0.1056068E+02
    0.1140439E+01    0.1071096E+02
    0.1153970E+01    0.1085661E+02
    0.1167483E+01    0.1099772E+02
    0.1180981E+01    0.1113440E+02
    0.1194463E+01    0.1126677E+02
    0.1207931E+01    0.1139500E+02
    0.1221386E+01    0.1151926E+02
    0.1234829E+01    0.1163973E+02
    0.1248260E+01    0.1175660E+02
    0.1261680E+01    0.1187006E+02
    0.1275089E+01    0.1198031E+02
    0.1288489E+01    0.1208755E+02
    0.1301880E+01    0.1219195E+02
    0.1315261E+01    0.1229373E+02
    0.1328635E+01    0.1239304E+02
    0.1342002E+01    0.1249008E+02
    0.1355361E+01    0.1258499E+02
    0.1368713E+01    0.1267795E+02
    0.1382059E+01    0.1276909E+02
