#Flat plate results using CFL3D on 545x385 near Re_theta=10000, postprocessed
# (Results here given to greater accuracy than convergence tolerance)
variables="log(y+)","u+"
zone, t="SST"
   -0.1050845E+01    0.8895181E-01
   -0.7496133E+00    0.1779863E+00
   -0.5731854E+00    0.2671864E+00
   -0.4477758E+00    0.3566350E+00
   -0.3502606E+00    0.4464153E+00
   -0.2703401E+00    0.5366110E+00
   -0.2025203E+00    0.6273056E+00
   -0.1435218E+00    0.7185838E+00
   -0.9122978E-01    0.8105301E+00
   -0.4420006E-01    0.9032298E+00
   -0.1402979E-02    0.9967688E+00
    0.3792167E-01    0.1091234E+01
    0.7435097E-01    0.1186712E+01
    0.1083334E+00    0.1283290E+01
    0.1402242E+00    0.1381057E+01
    0.1703098E+00    0.1480102E+01
    0.1988241E+00    0.1580514E+01
    0.2259607E+00    0.1682383E+01
    0.2518817E+00    0.1785798E+01
    0.2767242E+00    0.1890851E+01
    0.3006047E+00    0.1997630E+01
    0.3236237E+00    0.2106225E+01
    0.3458677E+00    0.2216724E+01
    0.3674123E+00    0.2329213E+01
    0.3883238E+00    0.2443778E+01
    0.4086600E+00    0.2560500E+01
    0.4284727E+00    0.2679456E+01
    0.4478075E+00    0.2800720E+01
    0.4667049E+00    0.2924357E+01
    0.4852017E+00    0.3050429E+01
    0.5033303E+00    0.3178984E+01
    0.5211206E+00    0.3310062E+01
    0.5385988E+00    0.3443690E+01
    0.5557894E+00    0.3579880E+01
    0.5727141E+00    0.3718627E+01
    0.5893928E+00    0.3859909E+01
    0.6058438E+00    0.4003683E+01
    0.6220837E+00    0.4149883E+01
    0.6381277E+00    0.4298423E+01
    0.6539899E+00    0.4449193E+01
    0.6696827E+00    0.4602057E+01
    0.6852184E+00    0.4756859E+01
    0.7006075E+00    0.4913422E+01
    0.7158602E+00    0.5071549E+01
    0.7309858E+00    0.5231029E+01
    0.7459927E+00    0.5391635E+01
    0.7608889E+00    0.5553136E+01
    0.7756817E+00    0.5715293E+01
    0.7903780E+00    0.5877872E+01
    0.8049841E+00    0.6040636E+01
    0.8195058E+00    0.6203362E+01
    0.8339485E+00    0.6365836E+01
    0.8483174E+00    0.6527857E+01
    0.8626173E+00    0.6689238E+01
    0.8768525E+00    0.6849813E+01
    0.8910270E+00    0.7009434E+01
    0.9051448E+00    0.7167964E+01
    0.9192094E+00    0.7325291E+01
    0.9332241E+00    0.7481318E+01
    0.9471921E+00    0.7635965E+01
    0.9611163E+00    0.7789165E+01
    0.9749994E+00    0.7940906E+01
    0.9888439E+00    0.8091267E+01
    0.1002652E+01    0.8240339E+01
    0.1016427E+01    0.8388131E+01
    0.1030169E+01    0.8534587E+01
    0.1043882E+01    0.8679653E+01
    0.1057566E+01    0.8823282E+01
    0.1071224E+01    0.8965432E+01
    0.1084858E+01    0.9106066E+01
    0.1098468E+01    0.9245161E+01
    0.1112056E+01    0.9382692E+01
    0.1125624E+01    0.9518644E+01
    0.1139173E+01    0.9653008E+01
    0.1152703E+01    0.9785777E+01
    0.1166217E+01    0.9916950E+01
    0.1179714E+01    0.1004653E+02
    0.1193197E+01    0.1017453E+02
    0.1206665E+01    0.1030095E+02
    0.1220120E+01    0.1042581E+02
    0.1233563E+01    0.1054911E+02
    0.1246994E+01    0.1067088E+02
    0.1260413E+01    0.1079113E+02
    0.1273823E+01    0.1090989E+02
    0.1287223E+01    0.1102720E+02
    0.1300613E+01    0.1114315E+02
    0.1313995E+01    0.1125785E+02
    0.1327369E+01    0.1137142E+02
    0.1340735E+01    0.1148390E+02
    0.1354095E+01    0.1159532E+02
    0.1367447E+01    0.1170572E+02
    0.1380793E+01    0.1181512E+02
    0.1394133E+01    0.1192354E+02
    0.1407468E+01    0.1203103E+02
    0.1420797E+01    0.1213760E+02
    0.1434121E+01    0.1224328E+02
    0.1447441E+01    0.1234809E+02
    0.1460756E+01    0.1245207E+02
    0.1474068E+01    0.1255524E+02
    0.1487375E+01    0.1265761E+02
    0.1500679E+01    0.1275922E+02
    0.1513979E+01    0.1286009E+02
    0.1527276E+01    0.1296023E+02
    0.1540570E+01    0.1305968E+02
    0.1553861E+01    0.1315844E+02
    0.1567149E+01    0.1325654E+02
    0.1580435E+01    0.1335401E+02
    0.1593719E+01    0.1345085E+02
    0.1607000E+01    0.1354710E+02
    0.1620279E+01    0.1364276E+02
    0.1633557E+01    0.1373786E+02
    0.1646832E+01    0.1383241E+02
    0.1660106E+01    0.1392642E+02
    0.1673378E+01    0.1401992E+02
    0.1686648E+01    0.1411292E+02
    0.1699917E+01    0.1420544E+02
    0.1713185E+01    0.1429749E+02
    0.1726451E+01    0.1438909E+02
    0.1739716E+01    0.1448024E+02
    0.1752980E+01    0.1457097E+02
    0.1766243E+01    0.1466128E+02
    0.1779505E+01    0.1475119E+02
    0.1792766E+01    0.1484071E+02
    0.1806026E+01    0.1492986E+02
    0.1819285E+01    0.1501865E+02
    0.1832544E+01    0.1510708E+02
    0.1845802E+01    0.1519518E+02
    0.1859059E+01    0.1528295E+02
    0.1872315E+01    0.1537039E+02
    0.1885571E+01    0.1545753E+02
    0.1898826E+01    0.1554437E+02
    0.1912080E+01    0.1563093E+02
    0.1925334E+01    0.1571721E+02
    0.1938588E+01    0.1580322E+02
    0.1951841E+01    0.1588898E+02
    0.1965094E+01    0.1597448E+02
    0.1978346E+01    0.1605975E+02
    0.1991598E+01    0.1614479E+02
    0.2004850E+01    0.1622960E+02
    0.2018101E+01    0.1631420E+02
    0.2031352E+01    0.1639860E+02
    0.2044603E+01    0.1648280E+02
    0.2057853E+01    0.1656682E+02
    0.2071103E+01    0.1665065E+02
    0.2084353E+01    0.1673431E+02
    0.2097602E+01    0.1681781E+02
    0.2110852E+01    0.1690115E+02
    0.2124101E+01    0.1698435E+02
    0.2137350E+01    0.1706740E+02
    0.2150599E+01    0.1715032E+02
    0.2163847E+01    0.1723311E+02
    0.2177096E+01    0.1731579E+02
    0.2190344E+01    0.1739835E+02
    0.2203592E+01    0.1748081E+02
    0.2216840E+01    0.1756317E+02
    0.2230088E+01    0.1764545E+02
    0.2243336E+01    0.1772764E+02
    0.2256584E+01    0.1780976E+02
    0.2269831E+01    0.1789181E+02
    0.2283079E+01    0.1797380E+02
    0.2296326E+01    0.1805574E+02
    0.2309573E+01    0.1813763E+02
    0.2322821E+01    0.1821949E+02
    0.2336068E+01    0.1830131E+02
    0.2349315E+01    0.1838311E+02
    0.2362562E+01    0.1846490E+02
    0.2375809E+01    0.1854667E+02
    0.2389055E+01    0.1862846E+02
    0.2402303E+01    0.1871024E+02
    0.2415549E+01    0.1879204E+02
    0.2428796E+01    0.1887387E+02
    0.2442043E+01    0.1895573E+02
    0.2455289E+01    0.1903764E+02
    0.2468536E+01    0.1911959E+02
    0.2481782E+01    0.1920160E+02
    0.2495029E+01    0.1928368E+02
    0.2508275E+01    0.1936583E+02
    0.2521522E+01    0.1944808E+02
    0.2534768E+01    0.1953041E+02
    0.2548014E+01    0.1961286E+02
    0.2561261E+01    0.1969542E+02
    0.2574507E+01    0.1977812E+02
    0.2587753E+01    0.1986095E+02
    0.2601000E+01    0.1994393E+02
    0.2614246E+01    0.2002707E+02
    0.2627492E+01    0.2011039E+02
    0.2640738E+01    0.2019390E+02
    0.2653984E+01    0.2027761E+02
    0.2667231E+01    0.2036154E+02
    0.2680477E+01    0.2044569E+02
    0.2693723E+01    0.2053009E+02
    0.2706969E+01    0.2061475E+02
    0.2720215E+01    0.2069968E+02
    0.2733461E+01    0.2078491E+02
    0.2746707E+01    0.2087045E+02
    0.2759953E+01    0.2095631E+02
    0.2773199E+01    0.2104253E+02
    0.2786445E+01    0.2112912E+02
    0.2799691E+01    0.2121610E+02
    0.2812937E+01    0.2130349E+02
    0.2826184E+01    0.2139131E+02
    0.2839430E+01    0.2147960E+02
    0.2852675E+01    0.2156838E+02
    0.2865921E+01    0.2165767E+02
    0.2879168E+01    0.2174750E+02
    0.2892414E+01    0.2183791E+02
    0.2905660E+01    0.2192892E+02
    0.2918905E+01    0.2202059E+02
    0.2932152E+01    0.2211292E+02
    0.2945398E+01    0.2220596E+02
    0.2958643E+01    0.2229977E+02
    0.2971889E+01    0.2239436E+02
    0.2985135E+01    0.2248980E+02
    0.2998381E+01    0.2258614E+02
    0.3011627E+01    0.2268340E+02
    0.3024873E+01    0.2278167E+02
    0.3038119E+01    0.2288098E+02
    0.3051365E+01    0.2298141E+02
    0.3064611E+01    0.2308308E+02
    0.3077857E+01    0.2318623E+02
    0.3091103E+01    0.2329109E+02
    0.3104349E+01    0.2339784E+02
    0.3117595E+01    0.2350660E+02
    0.3130841E+01    0.2361746E+02
    0.3144087E+01    0.2373049E+02
    0.3157333E+01    0.2384573E+02
    0.3170578E+01    0.2396329E+02
    0.3183825E+01    0.2408326E+02
    0.3197070E+01    0.2420578E+02
    0.3210316E+01    0.2433102E+02
    0.3223562E+01    0.2445922E+02
    0.3236808E+01    0.2459064E+02
    0.3250054E+01    0.2472560E+02
    0.3263300E+01    0.2486444E+02
    0.3276546E+01    0.2500754E+02
    0.3289792E+01    0.2515522E+02
    0.3303038E+01    0.2530774E+02
    0.3316283E+01    0.2546515E+02
    0.3329530E+01    0.2562718E+02
    0.3342775E+01    0.2579301E+02
    0.3356021E+01    0.2596110E+02
    0.3369267E+01    0.2612904E+02
    0.3382513E+01    0.2629381E+02
    0.3395759E+01    0.2645285E+02
    0.3409005E+01    0.2660629E+02
    0.3422251E+01    0.2675727E+02
    0.3435497E+01    0.2690844E+02
    0.3448743E+01    0.2706011E+02
    0.3461989E+01    0.2721126E+02
    0.3475235E+01    0.2735982E+02
    0.3488480E+01    0.2750075E+02
    0.3501726E+01    0.2761989E+02
    0.3514972E+01    0.2769370E+02
    0.3528218E+01    0.2771907E+02
    0.3541464E+01    0.2772198E+02
    0.3554710E+01    0.2772181E+02
    0.3567956E+01    0.2772177E+02
    0.3581202E+01    0.2772177E+02
    0.3594448E+01    0.2772177E+02
    0.3607693E+01    0.2772176E+02
    0.3620939E+01    0.2772176E+02
    0.3634185E+01    0.2772175E+02
    0.3647431E+01    0.2772175E+02
    0.3660677E+01    0.2772174E+02
    0.3673923E+01    0.2772174E+02
    0.3687169E+01    0.2772173E+02
    0.3700415E+01    0.2772173E+02
    0.3713661E+01    0.2772172E+02
    0.3726907E+01    0.2772171E+02
    0.3740152E+01    0.2772171E+02
    0.3753398E+01    0.2772170E+02
    0.3766644E+01    0.2772170E+02
    0.3779890E+01    0.2772169E+02
    0.3793136E+01    0.2772169E+02
    0.3806382E+01    0.2772168E+02
    0.3819628E+01    0.2772167E+02
    0.3832874E+01    0.2772167E+02
    0.3846120E+01    0.2772166E+02
    0.3859365E+01    0.2772165E+02
    0.3872612E+01    0.2772164E+02
    0.3885857E+01    0.2772164E+02
    0.3899103E+01    0.2772163E+02
    0.3912349E+01    0.2772162E+02
    0.3925595E+01    0.2772161E+02
    0.3938841E+01    0.2772161E+02
    0.3952087E+01    0.2772160E+02
    0.3965333E+01    0.2772159E+02
    0.3978579E+01    0.2772158E+02
    0.3991824E+01    0.2772156E+02
    0.4005070E+01    0.2772156E+02
    0.4018316E+01    0.2772154E+02
    0.4031562E+01    0.2772153E+02
    0.4044808E+01    0.2772152E+02
    0.4058054E+01    0.2772151E+02
    0.4071300E+01    0.2772150E+02
    0.4084546E+01    0.2772148E+02
    0.4097792E+01    0.2772147E+02
    0.4111038E+01    0.2772146E+02
    0.4124283E+01    0.2772145E+02
    0.4137529E+01    0.2772143E+02
    0.4150775E+01    0.2772142E+02
    0.4164021E+01    0.2772140E+02
    0.4177267E+01    0.2772139E+02
    0.4190513E+01    0.2772137E+02
    0.4203759E+01    0.2772136E+02
    0.4217005E+01    0.2772134E+02
    0.4230251E+01    0.2772132E+02
    0.4243496E+01    0.2772130E+02
    0.4256742E+01    0.2772128E+02
    0.4269989E+01    0.2772126E+02
    0.4283234E+01    0.2772124E+02
    0.4296480E+01    0.2772122E+02
    0.4309726E+01    0.2772120E+02
    0.4322972E+01    0.2772118E+02
    0.4336218E+01    0.2772115E+02
    0.4349464E+01    0.2772113E+02
    0.4362710E+01    0.2772111E+02
    0.4375956E+01    0.2772109E+02
    0.4389202E+01    0.2772106E+02
    0.4402447E+01    0.2772104E+02
    0.4415693E+01    0.2772101E+02
    0.4428939E+01    0.2772098E+02
    0.4442185E+01    0.2772095E+02
    0.4455431E+01    0.2772091E+02
    0.4468677E+01    0.2772089E+02
    0.4481923E+01    0.2772085E+02
    0.4495169E+01    0.2772082E+02
    0.4508415E+01    0.2772079E+02
    0.4521660E+01    0.2772075E+02
    0.4534906E+01    0.2772071E+02
    0.4548152E+01    0.2772068E+02
    0.4561398E+01    0.2772064E+02
    0.4574644E+01    0.2772060E+02
    0.4587890E+01    0.2772055E+02
    0.4601136E+01    0.2772051E+02
    0.4614382E+01    0.2772047E+02
    0.4627627E+01    0.2772042E+02
    0.4640873E+01    0.2772038E+02
    0.4654119E+01    0.2772033E+02
    0.4667365E+01    0.2772028E+02
    0.4680611E+01    0.2772023E+02
    0.4693857E+01    0.2772017E+02
    0.4707103E+01    0.2772012E+02
    0.4720349E+01    0.2772006E+02
    0.4733595E+01    0.2772000E+02
    0.4746840E+01    0.2771994E+02
