VARIABLES = "x", "Cf", "Cp", "yplus", "Retau", "wallRetheta"
ZONE t="wall values"
1.00098418e-03	1.77376645e-02	1.07868321e-02	2.34583766e-01	8.42115042e+01	8.93722481e+01
3.00692798e-03	6.83229425e-03	1.88694724e-03	1.45616424e-01	6.27893396e+01	1.13722746e+02
5.02090070e-03	5.34836341e-03	4.69700617e-03	1.28864063e-01	6.27682731e+01	1.38204025e+02
7.04305950e-03	5.07549658e-03	5.07526992e-03	1.25548697e-01	6.90890041e+01	1.63561730e+02
9.07356372e-03	5.04697788e-03	5.43583239e-03	1.25203234e-01	7.78442578e+01	1.89566395e+02
1.11125749e-02	5.05256631e-03	5.56605794e-03	1.25275916e-01	8.80045190e+01	2.15824860e+02
1.31602569e-02	5.03781398e-03	5.56047580e-03	1.25094248e-01	9.34081224e+01	2.41243589e+02
1.52167759e-02	4.99940035e-03	5.46862749e-03	1.24616794e-01	1.05135818e+02	2.67545751e+02
1.72823004e-02	4.94583915e-03	5.33689622e-03	1.23947360e-01	1.11153448e+02	2.92724287e+02
1.93570014e-02	4.88569188e-03	5.19311927e-03	1.23191070e-01	1.24819521e+02	3.18797962e+02
2.14410524e-02	4.82470438e-03	5.05290461e-03	1.22419374e-01	1.31844264e+02	3.43794884e+02
2.35346296e-02	4.76583993e-03	4.92157732e-03	1.21669874e-01	1.39283793e+02	3.68639971e+02
2.56379117e-02	4.71024026e-03	4.80178156e-03	1.20957667e-01	1.47182445e+02	3.93373780e+02
2.77510800e-02	4.65812804e-03	4.68940417e-03	1.20286294e-01	1.55576000e+02	4.18030334e+02
2.98743189e-02	4.60924270e-03	4.57856922e-03	1.19653059e-01	1.64495117e+02	4.42619106e+02
3.20078154e-02	4.56326699e-03	4.47915563e-03	1.19054445e-01	1.73970850e+02	4.67132316e+02
3.41517595e-02	4.51995693e-03	4.38525074e-03	1.18487774e-01	1.84036995e+02	4.91565110e+02
3.63063441e-02	4.47905949e-03	4.29670765e-03	1.17950173e-01	1.83203019e+02	5.14467045e+02
3.84717654e-02	4.44036968e-03	4.21290203e-03	1.17439331e-01	1.93886408e+02	5.38951339e+02
4.06482225e-02	4.40370395e-03	4.13350337e-03	1.16953158e-01	2.05231843e+02	5.63349864e+02
4.28359179e-02	4.36887945e-03	4.05829131e-03	1.16489524e-01	2.17279112e+02	5.87635241e+02
4.50350572e-02	4.33570965e-03	3.98649465e-03	1.16046203e-01	2.16453217e+02	6.10332535e+02
4.72458497e-02	4.30402139e-03	3.91756251e-03	1.15621101e-01	2.29228076e+02	6.34775142e+02
4.94685079e-02	4.27363741e-03	3.85134799e-03	1.15212028e-01	2.28418008e+02	6.57030408e+02
5.17032481e-02	4.24440626e-03	3.78730023e-03	1.14817103e-01	2.41955835e+02	6.81708287e+02
5.39502900e-02	4.21622609e-03	3.72501525e-03	1.14435090e-01	2.56321637e+02	7.06114930e+02
5.62098573e-02	4.18904108e-03	3.66533771e-03	1.14065360e-01	2.55494431e+02	7.28566103e+02
5.84821774e-02	4.16281256e-03	3.60738624e-03	1.13707502e-01	2.70715322e+02	7.53146448e+02
6.07674817e-02	4.13750679e-03	3.55171169e-03	1.13361167e-01	2.69891687e+02	7.75465516e+02
6.30660058e-02	4.11308340e-03	3.49787338e-03	1.13025906e-01	2.86021582e+02	8.00210553e+02
6.53779892e-02	4.08948617e-03	3.44576112e-03	1.12701041e-01	2.85200380e+02	8.22495772e+02
6.77036758e-02	4.06666247e-03	3.39537492e-03	1.12385936e-01	3.02293888e+02	8.47369437e+02
7.00433139e-02	4.04456702e-03	3.34642098e-03	1.12080042e-01	3.01471980e+02	8.69712686e+02
7.23971563e-02	4.02316060e-03	3.29897275e-03	1.11782892e-01	3.19586853e+02	8.94660535e+02
7.47654604e-02	4.00240923e-03	3.25292006e-03	1.11494081e-01	3.18762008e+02	9.17142716e+02
7.71484882e-02	3.98227624e-03	3.20796910e-03	1.11213161e-01	3.37960176e+02	9.42102016e+02
7.95465068e-02	3.96272665e-03	3.16448714e-03	1.10939703e-01	3.37130035e+02	9.64788993e+02
8.19597882e-02	3.94371758e-03	3.12151931e-03	1.10673160e-01	3.36320877e+02	9.86957928e+02
8.43886095e-02	3.92520616e-03	3.08031427e-03	1.10412978e-01	3.56636627e+02	1.01263765e+03
8.68332529e-02	3.90716151e-03	3.03940303e-03	1.10158766e-01	3.55816347e+02	1.03514271e+03
8.92940064e-02	3.88956666e-03	2.99988732e-03	1.09910327e-01	3.77345707e+02	1.06066522e+03
9.17711631e-02	3.87241354e-03	2.96125300e-03	1.09667585e-01	3.76513145e+02	1.08354158e+03
9.42650222e-02	3.85568018e-03	2.92305938e-03	1.09430265e-01	3.75699179e+02	1.10596073e+03
9.67758884e-02	3.83934972e-03	2.88637147e-03	1.09198164e-01	3.98484999e+02	1.13211114e+03
9.93040727e-02	3.82340418e-03	2.84990391e-03	1.08971057e-01	3.97657050e+02	1.15501402e+03
1.01849892e-01	3.80782100e-03	2.81428101e-03	1.08748654e-01	3.96846243e+02	1.17745868e+03
1.04413670e-01	3.79258755e-03	2.77964968e-03	1.08530804e-01	4.20964090e+02	1.20420063e+03
1.06995736e-01	3.77768601e-03	2.74516525e-03	1.08317276e-01	4.20136664e+02	1.22722948e+03
1.09596428e-01	3.76309954e-03	2.71163566e-03	1.08107856e-01	4.19325146e+02	1.24981438e+03
1.12216088e-01	3.74881733e-03	2.67884056e-03	1.07902411e-01	4.44854801e+02	1.27707459e+03
1.14855067e-01	3.73482186e-03	2.64615563e-03	1.07700711e-01	4.44024028e+02	1.30032985e+03
1.17513723e-01	3.72110080e-03	2.61435210e-03	1.07502600e-01	4.43208029e+02	1.32316661e+03
1.20192422e-01	3.70764842e-03	2.58320961e-03	1.07308014e-01	4.70234115e+02	1.35084755e+03
1.22891536e-01	3.69445069e-03	2.55210384e-03	1.07116768e-01	4.69396839e+02	1.37442516e+03
1.25611447e-01	3.68149494e-03	2.52173257e-03	1.06928696e-01	4.68573454e+02	1.39761878e+03
1.28352543e-01	3.66877499e-03	2.49202234e-03	1.06743726e-01	4.97186082e+02	1.42561001e+03
1.31115223e-01	3.65627964e-03	2.46234883e-03	1.06561710e-01	4.96339075e+02	1.44959789e+03
1.33899892e-01	3.64399663e-03	2.43315275e-03	1.06382484e-01	4.95505051e+02	1.47324422e+03
1.36706965e-01	3.63192113e-03	2.40472788e-03	1.06205992e-01	5.25799363e+02	1.50143357e+03
1.39536866e-01	3.62004648e-03	2.37641318e-03	1.06032149e-01	5.24939493e+02	1.52590862e+03
1.42390030e-01	3.60836047e-03	2.34824539e-03	1.05860790e-01	5.24091906e+02	1.55009195e+03
1.45266899e-01	3.59685810e-03	2.32092226e-03	1.05691853e-01	5.23256293e+02	1.57391442e+03
1.48167926e-01	3.58553531e-03	2.29374603e-03	1.05525290e-01	5.55293340e+02	1.60340463e+03
1.51093575e-01	3.57438201e-03	2.26671670e-03	1.05360963e-01	5.54429397e+02	1.62819700e+03
1.54044321e-01	3.56339064e-03	2.24001789e-03	1.05198771e-01	5.53576678e+02	1.65268501e+03
1.57020647e-01	3.55255810e-03	2.21394340e-03	1.05038678e-01	5.87501854e+02	1.68213031e+03
1.60023049e-01	3.54187973e-03	2.18797908e-03	1.04880625e-01	5.86618617e+02	1.70758906e+03
1.63052037e-01	3.53134694e-03	2.16205149e-03	1.04724493e-01	5.85746118e+02	1.73280725e+03
1.66108129e-01	3.52095522e-03	2.13671149e-03	1.04570225e-01	5.84884024e+02	1.75771989e+03
1.69191857e-01	3.51070081e-03	2.11162856e-03	1.04417772e-01	6.20767433e+02	1.78830106e+03
1.72303765e-01	3.50057346e-03	2.08665581e-03	1.04266989e-01	6.19871814e+02	1.81429823e+03
1.75444412e-01	3.49055985e-03	2.06168306e-03	1.04117686e-01	6.18984977e+02	1.84005937e+03
1.78614368e-01	3.48066172e-03	2.03748152e-03	1.03969894e-01	6.18107114e+02	1.86552285e+03
1.81814219e-01	3.47088262e-03	2.01331671e-03	1.03823674e-01	6.56062540e+02	1.89718930e+03
1.85044563e-01	3.46121850e-03	1.98926208e-03	1.03678970e-01	6.55148950e+02	1.92383829e+03
1.88306014e-01	3.45166378e-03	1.96524417e-03	1.03535705e-01	6.54244446e+02	1.95026410e+03
1.91599203e-01	3.44221684e-03	1.94192402e-03	1.03393863e-01	6.53348909e+02	1.97640710e+03
1.94924774e-01	3.43287628e-03	1.91864060e-03	1.03253426e-01	6.93501686e+02	2.00909368e+03
1.98283387e-01	3.42363650e-03	1.89543063e-03	1.03114317e-01	6.92568156e+02	2.03651163e+03
2.01675723e-01	3.41449176e-03	1.87218394e-03	1.02976453e-01	6.91642990e+02	2.06372645e+03
2.05102475e-01	3.40544094e-03	1.84963501e-03	1.02839824e-01	6.90726101e+02	2.09067926e+03
2.08564358e-01	3.39648320e-03	1.82704936e-03	1.02704422e-01	7.33206430e+02	2.12431710e+03
2.12062103e-01	3.38761377e-03	1.80457389e-03	1.02570178e-01	7.32248878e+02	2.15262356e+03
2.15596462e-01	3.37882747e-03	1.78202496e-03	1.02437019e-01	7.31299068e+02	2.18075362e+03
2.19168205e-01	3.37012310e-03	1.76010035e-03	1.02304932e-01	7.30356886e+02	2.20864809e+03
2.22778123e-01	3.36150021e-03	1.73813902e-03	1.02173913e-01	7.75302374e+02	2.24317417e+03
2.26427029e-01	3.35295469e-03	1.71632459e-03	1.02043903e-01	7.74316684e+02	2.27249069e+03
2.30115758e-01	3.34448237e-03	1.69443670e-03	1.01914844e-01	7.73338195e+02	2.30166385e+03
2.33845166e-01	3.33608109e-03	1.67291607e-03	1.01786706e-01	7.72366688e+02	2.33063348e+03
2.37616134e-01	3.32775005e-03	1.65157906e-03	1.01659480e-01	7.71402090e+02	2.35934518e+03
2.41429566e-01	3.31948619e-03	1.63031549e-03	1.01533122e-01	8.18904296e+02	2.39644908e+03
2.45286392e-01	3.31128666e-03	1.60905193e-03	1.01407593e-01	8.17892699e+02	2.42679522e+03
2.49187568e-01	3.30314899e-03	1.58786181e-03	1.01282857e-01	8.16887487e+02	2.45697587e+03
2.53134076e-01	3.29507284e-03	1.56707567e-03	1.01158913e-01	8.15888651e+02	2.48693384e+03
2.57126928e-01	3.28705688e-03	1.54628953e-03	1.01035742e-01	8.66152202e+02	2.52486334e+03
2.61167162e-01	3.27909804e-03	1.52554011e-03	1.00913300e-01	8.65103405e+02	2.55651510e+03
2.65255849e-01	3.27119216e-03	1.50464379e-03	1.00791525e-01	8.64060329e+02	2.58804619e+03
2.69394088e-01	3.26333905e-03	1.48437179e-03	1.00670419e-01	8.63022960e+02	2.61939596e+03
2.73583012e-01	3.25553881e-03	1.46395289e-03	1.00549983e-01	8.61991339e+02	2.65050961e+03
2.77823789e-01	3.24778810e-03	1.44360745e-03	1.00430169e-01	9.15118840e+02	2.69123122e+03
2.82117617e-01	3.24008430e-03	1.42322527e-03	1.00310939e-01	9.14033303e+02	2.72425580e+03
2.86465736e-01	3.23242545e-03	1.40306345e-03	1.00192264e-01	9.12952815e+02	2.75714714e+03
2.90869418e-01	3.22481162e-03	1.38308525e-03	1.00074148e-01	9.11877408e+02	2.78984567e+03
2.95329977e-01	3.21724149e-03	1.36314377e-03	9.99565708e-02	9.68095667e+02	2.83140030e+03
2.99848767e-01	3.20971281e-03	1.34320229e-03	9.98395006e-02	9.66962738e+02	2.86606754e+03
3.04427183e-01	3.20222210e-03	1.32311392e-03	9.97228843e-02	9.65834207e+02	2.90065717e+03
3.09066664e-01	3.19476920e-03	1.30357641e-03	9.96067220e-02	9.64710052e+02	2.93510465e+03
3.13768693e-01	3.18735418e-03	1.28389201e-03	9.94910154e-02	9.63590313e+02	2.96935096e+03
3.18534803e-01	3.17997422e-03	1.26424433e-03	9.93757223e-02	1.02301312e+03	3.01400877e+03
3.23366574e-01	3.17262732e-03	1.24455992e-03	9.92608129e-02	1.02183114e+03	3.05046180e+03
3.28265637e-01	3.16531165e-03	1.22502242e-03	9.91462599e-02	1.02065282e+03	3.08683142e+03
3.33233677e-01	3.15802724e-03	1.20566853e-03	9.90320650e-02	1.01947819e+03	3.12305214e+03
3.38272433e-01	3.15077301e-03	1.18627792e-03	9.89182123e-02	1.01830707e+03	3.15906561e+03
3.43383704e-01	3.14354713e-03	1.16696077e-03	9.88046743e-02	1.08111603e+03	3.20717548e+03
3.48569345e-01	3.13634655e-03	1.14745999e-03	9.86914040e-02	1.07987762e+03	3.24565258e+03
3.53831277e-01	3.12917107e-03	1.12839990e-03	9.85783998e-02	1.07864210e+03	3.28404193e+03
3.59171486e-01	3.12202096e-03	1.10922964e-03	9.84656660e-02	1.07740954e+03	3.32227664e+03
3.64592024e-01	3.11489394e-03	1.09009610e-03	9.83531679e-02	1.14386993e+03	3.37150668e+03
3.70095016e-01	3.10778837e-03	1.07092584e-03	9.82408802e-02	1.14256502e+03	3.41229237e+03
3.75682661e-01	3.10070016e-03	1.05175559e-03	9.81287391e-02	1.14126181e+03	3.45306077e+03
3.81357233e-01	3.09362423e-03	1.03284240e-03	9.80166648e-02	1.13995936e+03	3.49373699e+03
3.87121089e-01	3.08656053e-03	1.01389249e-03	9.79046564e-02	1.13865769e+03	3.53425310e+03
3.92976671e-01	3.07951142e-03	9.94979299e-04	9.77927515e-02	1.20889554e+03	3.58758717e+03
3.98926508e-01	3.07247661e-03	9.75882488e-04	9.76809463e-02	1.20751449e+03	3.63096577e+03
4.04973223e-01	3.06545600e-03	9.57152924e-04	9.75692393e-02	1.20613464e+03	3.67432486e+03
4.11119532e-01	3.05844965e-03	9.38386636e-04	9.74576318e-02	1.20475602e+03	3.71758613e+03
4.17368257e-01	3.05145566e-03	9.19657072e-04	9.73460937e-02	1.27906921e+03	3.77250716e+03
4.23722322e-01	3.04447254e-03	9.00854058e-04	9.72346014e-02	1.27760538e+03	3.81875401e+03
4.30184765e-01	3.03749810e-03	8.82014320e-04	9.71231201e-02	1.27614169e+03	3.86506424e+03
4.36758738e-01	3.03053225e-03	8.63505104e-04	9.70116490e-02	1.27467812e+03	3.91134973e+03
4.43447516e-01	3.02357452e-03	8.44848989e-04	9.69001796e-02	1.27321458e+03	3.95752938e+03
4.50254503e-01	3.01662310e-03	8.26266324e-04	9.67886835e-02	1.35174213e+03	4.01758455e+03
4.57183236e-01	3.00967568e-03	8.07500035e-04	9.66771231e-02	1.35018525e+03	4.06714996e+03
4.64237392e-01	3.00273165e-03	7.89064268e-04	9.65654889e-02	1.34862733e+03	4.11677466e+03
4.71420798e-01	2.99579100e-03	7.70555052e-04	9.64537800e-02	1.34706837e+03	4.16636472e+03
4.78737437e-01	2.98885203e-03	7.52119285e-04	9.63419690e-02	1.34550797e+03	4.21583686e+03
4.86191453e-01	2.98191315e-03	7.33536619e-04	9.62300298e-02	1.42847819e+03	4.28197855e+03
4.93787166e-01	2.97497252e-03	7.15027403e-04	9.61179320e-02	1.42681538e+03	4.33529987e+03
5.01529073e-01	2.96802999e-03	6.96701810e-04	9.60056731e-02	1.42515018e+03	4.38866826e+03
5.09421865e-01	2.96108483e-03	6.78339492e-04	9.58932403e-02	1.42348239e+03	4.44198542e+03
5.17470434e-01	2.95413525e-03	6.59977174e-04	9.57806042e-02	1.51124161e+03	4.51118215e+03
5.25679883e-01	2.94717889e-03	6.41431234e-04	9.56677254e-02	1.50946187e+03	4.56861346e+03
5.34055538e-01	2.94021539e-03	6.23289264e-04	9.55545979e-02	1.50767820e+03	4.62618346e+03
5.42602964e-01	2.93324396e-03	6.05000395e-04	9.54412074e-02	1.50589038e+03	4.68377772e+03
5.51327972e-01	2.92626248e-03	5.86748251e-04	9.53275184e-02	1.59870354e+03	4.75668116e+03
5.60236639e-01	2.91926959e-03	5.68349209e-04	9.52135079e-02	1.59679287e+03	4.81870361e+03
5.69335321e-01	2.91226443e-03	5.50243964e-04	9.50991606e-02	1.59487654e+03	4.88096524e+03
5.78630666e-01	2.90524660e-03	5.32101994e-04	9.49844688e-02	1.59295442e+03	4.94333424e+03
5.88129638e-01	2.89821436e-03	5.13960024e-04	9.48694028e-02	1.59102603e+03	5.00569216e+03
5.97839528e-01	2.89116548e-03	4.95744605e-04	9.47539244e-02	1.68904233e+03	5.08791582e+03
6.07767981e-01	2.88409768e-03	4.77676084e-04	9.46379950e-02	1.68697724e+03	5.15543914e+03
