VARIABLES = "y/h", "u", "v", "P", "k+", "om", "y+", "U+", "uprime+", "vprime+", "wprime+", "r12+", "muT", "xbary", "ybary"
ZONE t="turbulent profile"
9.70411804e-01	6.94408997e+01	1.09377664e-01	9.72500151e+04	3.51547088e-07	5.20045997e+01	1.76677410e+05	2.72671214e+01	4.84110038e-04	4.84114599e-04	4.84112283e-04	5.03206879e-11	9.31812594e-09	4.99964254e-01	8.65838918e-01
9.12986334e-01	6.94464799e+01	1.09479420e-01	9.72500546e+04	3.51558877e-07	5.20061905e+01	1.66222278e+05	2.72693125e+01	4.84113733e-04	4.84127051e-04	4.84120488e-04	1.12729543e-10	9.31812594e-09	4.99919508e-01	8.65607661e-01
8.58959096e-01	6.94517575e+01	1.09655452e-01	9.72500906e+04	3.51569693e-07	5.20077090e+01	1.56385843e+05	2.72713848e+01	4.84117097e-04	4.84138484e-04	4.84128031e-04	1.15064297e-10	9.31812594e-09	4.99917350e-01	8.65597837e-01
8.08128996e-01	6.94568432e+01	1.09896037e-01	9.72501230e+04	3.51581007e-07	5.20091962e+01	1.47131493e+05	2.72733818e+01	4.84121064e-04	4.84150042e-04	4.84135876e-04	1.19012109e-10	9.31812594e-09	4.99914121e-01	8.65581839e-01
7.60306837e-01	6.94617593e+01	1.10187101e-01	9.72501513e+04	3.51592191e-07	5.20106661e+01	1.38424782e+05	2.72753122e+01	4.84125272e-04	4.84161188e-04	4.84143623e-04	1.23688823e-10	9.31812594e-09	4.99910376e-01	8.65563042e-01
7.15314621e-01	6.94665319e+01	1.10516561e-01	9.72501754e+04	3.51603369e-07	5.20121280e+01	1.30233303e+05	2.72771862e+01	4.84129801e-04	4.84172012e-04	4.84151358e-04	1.29051691e-10	9.31812594e-09	4.99906166e-01	8.65541726e-01
6.72984883e-01	6.94711761e+01	1.10873820e-01	9.72501955e+04	3.51614536e-07	5.20135863e+01	1.22526566e+05	2.72790099e+01	4.84134639e-04	4.84182517e-04	4.84159080e-04	1.34916668e-10	9.31812594e-09	4.99901632e-01	8.65518650e-01
6.33160065e-01	6.94757021e+01	1.11249896e-01	9.72502117e+04	3.51625707e-07	5.20150426e+01	1.15275886e+05	2.72807871e+01	4.84139781e-04	4.84192728e-04	4.84166800e-04	1.41149691e-10	9.31812594e-09	4.99896877e-01	8.65494360e-01
5.95691936e-01	6.94801148e+01	1.11637260e-01	9.72502244e+04	3.51636874e-07	5.20164963e+01	1.08454275e+05	2.72825198e+01	4.84145203e-04	4.84202656e-04	4.84174513e-04	1.47611704e-10	9.31812594e-09	4.99892003e-01	8.65469391e-01
5.60441037e-01	6.94844156e+01	1.12029694e-01	9.72502338e+04	3.51648015e-07	5.20179445e+01	1.02036342e+05	2.72842086e+01	4.84150870e-04	4.84212306e-04	4.84182204e-04	1.54172208e-10	9.31812594e-09	4.99887102e-01	8.65444229e-01
5.27276158e-01	6.94886029e+01	1.12422125e-01	9.72502403e+04	3.51659095e-07	5.20193830e+01	9.59981995e+04	2.72858528e+01	4.84156741e-04	4.84221674e-04	4.84189850e-04	1.60705265e-10	9.31812594e-09	4.99882261e-01	8.65419332e-01
4.96073857e-01	6.94926730e+01	1.12810478e-01	9.72502442e+04	3.51670072e-07	5.20208064e+01	9.03173724e+04	2.72874510e+01	4.84162763e-04	4.84230750e-04	4.84197422e-04	1.67090245e-10	9.31812594e-09	4.99877561e-01	8.65395128e-01
4.66717996e-01	6.94966207e+01	1.13191535e-01	9.72502457e+04	3.51680896e-07	5.20222085e+01	8.49727161e+04	2.72890011e+01	4.84168885e-04	4.84239519e-04	4.84204886e-04	1.73212192e-10	9.31812594e-09	4.99873080e-01	8.65372022e-01
4.39099308e-01	6.95004398e+01	1.13562805e-01	9.72502453e+04	3.51691513e-07	5.20235826e+01	7.99443372e+04	2.72905008e+01	4.84175049e-04	4.84247962e-04	4.84212205e-04	1.78962994e-10	9.31812594e-09	4.99868890e-01	8.65350394e-01
4.13114995e-01	6.95041238e+01	1.13922413e-01	9.72502431e+04	3.51701867e-07	5.20249217e+01	7.52135197e+04	2.72919473e+01	4.84181198e-04	4.84256060e-04	4.84219341e-04	1.84242931e-10	9.31812594e-09	4.99865056e-01	8.65330592e-01
3.88668340e-01	6.95076660e+01	1.14268998e-01	9.72502395e+04	3.51711904e-07	5.20262189e+01	7.07626550e+04	2.72933382e+01	4.84187279e-04	4.84263790e-04	4.84226257e-04	1.88962525e-10	9.31812594e-09	4.99861638e-01	8.65312926e-01
3.65668350e-01	6.95110601e+01	1.14601625e-01	9.72502346e+04	3.51721569e-07	5.20274676e+01	6.65751764e+04	2.72946710e+01	4.84193238e-04	4.84271133e-04	4.84232916e-04	1.93044486e-10	9.31812594e-09	4.99858687e-01	8.65297664e-01
3.44029416e-01	6.95143006e+01	1.14919708e-01	9.72502287e+04	3.51730814e-07	5.20286617e+01	6.26354976e+04	2.72959434e+01	4.84199027e-04	4.84278068e-04	4.84239284e-04	1.96425577e-10	9.31812594e-09	4.99856243e-01	8.65285027e-01
